contractSymbol,lastTradeDate,strike,lastPrice,volume,underlyingPriceAtTrade,volatilityIndex,bid_ask_spread,optionType
AAPL260227C00210000,2026-02-24 20:44:41+00:00,210.0,61.95,1.0,272.16,28.84,3.1,c
AAPL260227C00215000,2026-02-24 18:32:11+00:00,215.0,56.23,6.0,271.44,28.54,3.4,c
AAPL260227C00220000,2026-02-24 15:02:38+00:00,220.0,54.03,5.0,273.94,28.71,2.65,c
AAPL260227C00225000,2026-02-25 14:30:07+00:00,225.0,47.16,1.0,272.16,28.29,3.5,c
AAPL260227C00230000,2026-02-24 19:49:38+00:00,230.0,42.0,15.0,272.38,28.8,2.35,c
AAPL260227C00235000,2026-02-25 16:03:48+00:00,235.0,38.56,2.0,274.059,27.63,2.95,c
AAPL260227C00237500,2026-02-23 20:50:00+00:00,237.5,29.75,5.0,266.73,29.12,3.0,c
AAPL260227C00240000,2026-02-25 14:59:33+00:00,240.0,33.85,13.0,273.655,27.72,1.0,c
AAPL260227C00242500,2026-02-24 15:09:23+00:00,242.5,32.1,4.0,274.53,28.55,1.1,c
AAPL260227C00245000,2026-02-24 19:06:14+00:00,245.0,27.1,44.0,271.93,28.68,2.1,c
AAPL260227C00247500,2026-02-24 19:16:32+00:00,247.5,25.02,5.0,271.97,28.88,2.2,c
AAPL260227C00250000,2026-02-25 16:32:36+00:00,250.0,24.1,7.0,273.649,27.52,0.75,c
AAPL260227C00252500,2026-02-25 14:46:42+00:00,252.5,21.15,4.0,273.01,27.81,1.1,c
AAPL260227C00255000,2026-02-25 16:46:05+00:00,255.0,18.4,27.0,273.205,27.53,0.8,c
AAPL260227C00257500,2026-02-25 16:29:58+00:00,257.5,16.6,7.0,273.98,27.56,0.5,c
AAPL260227C00260000,2026-02-25 16:39:56+00:00,260.0,13.48,319.0,273.236,27.57,0.65,c
AAPL260227C00262500,2026-02-25 16:46:11+00:00,262.5,11.17,74.0,273.205,27.53,0.4,c
AAPL260227C00265000,2026-02-25 16:50:32+00:00,265.0,8.7,372.0,273.3,27.54,0.25,c
AAPL260227C00267500,2026-02-25 16:47:28+00:00,267.5,6.53,825.0,273.19,27.53,0.25,c
AAPL260227C00270000,2026-02-25 16:48:12+00:00,270.0,4.45,3512.0,273.13,27.53,0.15,c
AAPL260227C00272500,2026-02-25 16:50:45+00:00,272.5,2.88,10349.0,273.3,27.54,0.03,c
AAPL260227C00275000,2026-02-25 16:50:20+00:00,275.0,1.62,15398.0,273.225,27.53,0.02,c
AAPL260227C00277500,2026-02-25 16:50:33+00:00,277.5,0.78,6101.0,273.3,27.54,0.03,c
AAPL260227C00280000,2026-02-25 16:50:12+00:00,280.0,0.34,8942.0,273.225,27.53,0.01,c
AAPL260227C00282500,2026-02-25 16:49:45+00:00,282.5,0.14,7673.0,273.225,27.53,0.02,c
AAPL260227C00285000,2026-02-25 16:46:21+00:00,285.0,0.06,6046.0,273.205,27.53,0.01,c
AAPL260227C00287500,2026-02-25 16:49:03+00:00,287.5,0.02,4948.0,273.21,27.54,0.01,c
AAPL260227C00290000,2026-02-25 16:24:05+00:00,290.0,0.01,2042.0,274.02,27.67,0.01,c
AAPL260227C00292500,2026-02-25 15:37:24+00:00,292.5,0.01,27.0,273.73,27.58,0.01,c
AAPL260227C00295000,2026-02-24 20:26:55+00:00,295.0,0.01,4.0,272.15,28.86,0.01,c
AAPL260227C00297500,2026-02-24 20:13:54+00:00,297.5,0.01,59.0,271.66,28.97,0.01,c
AAPL260227C00300000,2026-02-25 16:08:54+00:00,300.0,0.01,12.0,274.28,27.64,0.01,c
AAPL260227C00302500,2026-02-24 18:58:24+00:00,302.5,0.02,20.0,272.19,28.61,0.01,c
AAPL260227C00305000,2026-02-25 14:43:13+00:00,305.0,0.01,6.0,272.47,28.0,0.01,c
AAPL260227C00310000,2026-02-24 17:20:39+00:00,310.0,0.02,10.0,272.335,28.41,0.02,c
AAPL260227C00315000,2026-02-24 15:01:07+00:00,315.0,0.01,1.0,273.92,28.75,0.01,c
AAPL260227C00320000,2026-02-18 15:25:05+00:00,320.0,0.01,4.0,263.61,30.54,0.01,c
AAPL260227C00325000,2026-02-20 20:59:58+00:00,325.0,0.01,5.0,264.59,28.5,0.01,c
AAPL260227C00330000,2026-02-19 15:00:01+00:00,330.0,0.01,7.0,263.745,29.81,0.01,c
AAPL260227C00335000,2026-02-23 15:53:55+00:00,335.0,0.01,3.0,266.7,28.92,0.01,c
AAPL260227C00340000,2026-02-24 14:35:14+00:00,340.0,0.1,10.0,271.343,29.37,0.01,c
AAPL260227C00350000,2026-01-14 16:23:55+00:00,350.0,0.06,,263.61,30.54,0.01,c
AAPL260227C00360000,2026-02-20 18:03:28+00:00,360.0,0.01,1.0,263.28,28.89,0.01,c
AAPL260227C00380000,2026-02-13 14:30:00+00:00,380.0,0.01,5.0,263.61,30.54,0.01,c
AAPL260227C00385000,2026-01-27 18:37:50+00:00,385.0,0.01,5.0,263.61,30.54,0.19,c
AAPL260227C00390000,2026-02-03 15:36:00+00:00,390.0,0.01,3.0,263.61,30.54,0.01,c
AAPL260227C00400000,2026-02-09 15:54:23+00:00,400.0,0.04,20.0,263.61,30.54,0.01,c
AAPL260227P00110000,2026-02-13 20:46:12+00:00,110.0,0.01,9000.0,263.61,30.54,0.01,p
AAPL260227P00120000,2026-02-13 20:43:37+00:00,120.0,0.01,,263.61,30.54,0.01,p
AAPL260227P00135000,2026-02-24 20:56:43+00:00,135.0,0.01,370.0,272.28,28.76,0.05,p
AAPL260227P00140000,2026-02-18 19:21:21+00:00,140.0,0.07,200.0,263.61,30.54,0.19,p
AAPL260227P00145000,2026-02-02 16:56:05+00:00,145.0,0.04,6.0,263.61,30.54,0.19,p
AAPL260227P00150000,2026-02-13 20:01:38+00:00,150.0,0.03,1.0,263.61,30.54,0.19,p
AAPL260227P00155000,2026-02-02 20:10:13+00:00,155.0,0.04,,263.61,30.54,0.19,p
AAPL260227P00160000,2026-02-12 18:11:26+00:00,160.0,0.63,2.0,263.61,30.54,0.19,p
AAPL260227P00165000,2026-02-13 15:39:34+00:00,165.0,0.1,1.0,263.61,30.54,0.19,p
AAPL260227P00170000,2026-02-24 17:44:16+00:00,170.0,0.01,521.0,271.94,28.41,0.02,p
AAPL260227P00175000,2026-02-23 19:26:30+00:00,175.0,0.01,29.0,267.505,28.78,0.04,p
AAPL260227P00180000,2026-02-24 20:20:13+00:00,180.0,0.06,1.0,271.605,28.9,0.19,p
AAPL260227P00185000,2026-02-24 16:23:51+00:00,185.0,0.01,1.0,273.905,28.29,0.19,p
AAPL260227P00190000,2026-02-18 15:55:26+00:00,190.0,0.02,24.0,263.61,30.54,0.19,p
AAPL260227P00195000,2026-02-24 17:58:51+00:00,195.0,0.01,1.0,272.29,28.3,0.03,p
AAPL260227P00200000,2026-02-24 20:54:42+00:00,200.0,0.01,272.0,272.28,28.8,0.02,p
AAPL260227P00205000,2026-02-23 15:11:28+00:00,205.0,0.01,1.0,265.835,28.06,0.01,p
AAPL260227P00210000,2026-02-25 15:22:59+00:00,210.0,0.01,1.0,273.12,27.56,0.02,p
AAPL260227P00215000,2026-02-24 18:26:48+00:00,215.0,0.02,31.0,271.7,28.49,0.01,p
AAPL260227P00220000,2026-02-25 14:44:09+00:00,220.0,0.01,188.0,272.23,28.04,0.04,p
AAPL260227P00225000,2026-02-25 14:45:44+00:00,225.0,0.01,418.0,273.38,27.79,0.01,p
AAPL260227P00230000,2026-02-25 16:08:02+00:00,230.0,0.01,68.0,274.338,27.66,0.01,p
AAPL260227P00232500,2026-02-25 16:09:16+00:00,232.5,0.01,21.0,274.28,27.64,0.01,p
AAPL260227P00235000,2026-02-25 16:31:43+00:00,235.0,0.03,37.0,273.815,27.53,0.04,p
AAPL260227P00237500,2026-02-25 15:36:47+00:00,237.5,0.02,12.0,273.73,27.58,0.03,p
AAPL260227P00240000,2026-02-25 16:39:57+00:00,240.0,0.02,526.0,273.236,27.57,0.02,p
AAPL260227P00242500,2026-02-25 16:09:34+00:00,242.5,0.02,33.0,274.565,27.66,0.02,p
AAPL260227P00245000,2026-02-25 16:39:57+00:00,245.0,0.04,255.0,273.236,27.57,0.01,p
AAPL260227P00247500,2026-02-25 16:27:04+00:00,247.5,0.04,74.0,274.22,27.56,0.01,p
AAPL260227P00250000,2026-02-25 16:47:56+00:00,250.0,0.05,824.0,273.13,27.53,0.01,p
AAPL260227P00252500,2026-02-25 16:42:59+00:00,252.5,0.07,367.0,273.345,27.57,0.02,p
AAPL260227P00255000,2026-02-25 16:50:57+00:00,255.0,0.07,1880.0,273.3,27.54,0.02,p
AAPL260227P00257500,2026-02-25 16:45:18+00:00,257.5,0.11,339.0,273.22,27.51,0.01,p
AAPL260227P00260000,2026-02-25 16:44:14+00:00,260.0,0.16,11427.0,273.35,27.51,0.02,p
AAPL260227P00262500,2026-02-25 16:47:31+00:00,262.5,0.25,9580.0,273.13,27.53,0.01,p
AAPL260227P00265000,2026-02-25 16:49:29+00:00,265.0,0.41,6386.0,273.21,27.54,0.01,p
AAPL260227P00267500,2026-02-25 16:47:41+00:00,267.5,0.71,3638.0,273.13,27.53,0.02,p
AAPL260227P00270000,2026-02-25 16:50:42+00:00,270.0,1.19,10317.0,273.3,27.54,0.01,p
AAPL260227P00272500,2026-02-25 16:50:09+00:00,272.5,2.06,15128.0,273.225,27.53,0.02,p
AAPL260227P00275000,2026-02-25 16:50:36+00:00,275.0,3.3,3807.0,273.3,27.54,0.05,p
AAPL260227P00277500,2026-02-25 16:44:00+00:00,277.5,4.91,599.0,273.35,27.51,0.1,p
AAPL260227P00280000,2026-02-25 16:41:45+00:00,280.0,7.1,117.0,273.17,27.58,0.45,p
AAPL260227P00282500,2026-02-25 16:14:43+00:00,282.5,8.6,9.0,274.18,27.62,0.35,p
AAPL260227P00285000,2026-02-25 16:13:41+00:00,285.0,11.0,32.0,274.23,27.64,1.5,p
AAPL260227P00287500,2026-02-24 20:14:01+00:00,287.5,14.88,4.0,271.66,28.97,1.6,p
AAPL260227P00290000,2026-02-24 17:40:58+00:00,290.0,17.93,120.0,272.145,28.38,1.4,p
AAPL260227P00292500,2026-02-20 17:55:09+00:00,292.5,30.35,1.0,262.57,29.13,2.25,p
AAPL260227P00295000,2026-02-12 14:42:11+00:00,295.0,22.31,8.0,263.61,30.54,2.15,p
AAPL260227P00300000,2026-02-19 15:21:20+00:00,300.0,36.7,10.0,263.12,29.62,2.1,p
AAPL260227P00302500,2026-02-20 17:55:09+00:00,302.5,40.2,1.0,262.57,29.13,2.25,p
AAPL260227P00305000,2026-02-12 16:51:07+00:00,305.0,40.0,1.0,263.61,30.54,2.05,p
AAPL260227P00310000,2026-02-23 20:50:19+00:00,310.0,36.0,1.0,266.73,29.12,2.1,p
AAPL260227P00315000,2026-02-23 20:50:19+00:00,315.0,47.35,7.0,266.73,29.12,2.25,p
AAPL260227P00365000,2026-02-23 20:16:58+00:00,365.0,98.47,1.0,266.79,29.33,2.25,p
AAPL260227P00395000,2026-02-24 20:50:49+00:00,395.0,121.62,1.0,272.28,28.8,2.25,p
AAPL260227P00400000,2026-02-20 15:17:39+00:00,400.0,139.16,1.0,261.445,29.33,2.1,p
AAPL260302C00190000,2026-02-17 20:54:50+00:00,190.0,73.25,,263.61,30.54,3.2,c
AAPL260302C00220000,2026-02-25 16:02:42+00:00,220.0,54.0,4.0,273.715,27.66,3.2,c
AAPL260302C00240000,2026-02-24 17:50:59+00:00,240.0,33.45,6.0,272.61,28.23,2.4,c
AAPL260302C00242500,2026-02-20 17:22:01+00:00,242.5,20.0,1.0,261.765,29.57,2.4,c
AAPL260302C00245000,2026-02-24 19:20:52+00:00,245.0,27.18,2.0,272.15,28.83,2.4,c
AAPL260302C00250000,2026-02-24 14:36:53+00:00,250.0,22.48,2.0,271.31,29.37,1.95,c
AAPL260302C00252500,2026-02-24 15:53:35+00:00,252.5,21.4,1.0,274.116,28.2,2.45,c
AAPL260302C00255000,2026-02-24 16:47:50+00:00,255.0,18.59,3.0,273.04,28.35,2.4,c
AAPL260302C00257500,2026-02-24 15:19:01+00:00,257.5,15.85,2.0,273.325,28.49,1.15,c
AAPL260302C00260000,2026-02-25 16:08:24+00:00,260.0,14.73,205.0,274.338,27.66,0.65,c
AAPL260302C00262500,2026-02-25 15:19:00+00:00,262.5,11.52,104.0,273.27,27.64,0.85,c
AAPL260302C00265000,2026-02-25 16:47:05+00:00,265.0,9.14,77.0,273.19,27.53,0.2,c
AAPL260302C00267500,2026-02-25 16:50:27+00:00,267.5,6.94,291.0,273.225,27.53,0.15,c
AAPL260302C00270000,2026-02-25 16:50:39+00:00,270.0,5.02,322.0,273.3,27.54,0.15,c
AAPL260302C00272500,2026-02-25 16:45:29+00:00,272.5,3.5,740.0,273.22,27.51,0.15,c
AAPL260302C00275000,2026-02-25 16:50:24+00:00,275.0,2.14,2021.0,273.225,27.53,0.07,c
AAPL260302C00277500,2026-02-25 16:50:15+00:00,277.5,1.2,442.0,273.225,27.53,0.06,c
AAPL260302C00280000,2026-02-25 16:48:31+00:00,280.0,0.64,1558.0,273.21,27.54,0.06,c
AAPL260302C00282500,2026-02-25 16:46:59+00:00,282.5,0.33,716.0,273.19,27.53,0.01,c
AAPL260302C00285000,2026-02-25 16:43:17+00:00,285.0,0.17,212.0,273.345,27.57,0.03,c
AAPL260302C00287500,2026-02-25 16:27:57+00:00,287.5,0.12,214.0,274.13,27.56,0.02,c
AAPL260302C00290000,2026-02-25 15:11:03+00:00,290.0,0.05,14.0,272.452,27.72,0.03,c
AAPL260302C00295000,2026-02-24 20:53:42+00:00,295.0,0.03,6.0,272.345,28.82,0.04,c
AAPL260302C00300000,2026-02-24 15:10:49+00:00,300.0,0.02,2.0,274.02,28.46,0.01,c
AAPL260302C00305000,2026-02-24 15:42:36+00:00,305.0,0.01,9.0,274.02,28.17,0.51,c
AAPL260302P00190000,2026-02-17 14:42:55+00:00,190.0,0.05,,263.61,30.54,1.1,p
AAPL260302P00195000,2026-02-19 15:15:06+00:00,195.0,0.03,,263.22,29.69,0.43,p
AAPL260302P00200000,2026-02-20 14:30:00+00:00,200.0,0.03,1.0,258.75,30.61,0.44,p
AAPL260302P00215000,2026-02-19 20:52:50+00:00,215.0,0.04,,261.08,30.38,1.07,p
AAPL260302P00220000,2026-02-20 17:09:17+00:00,220.0,0.05,1.0,263.3,28.9,0.12,p
AAPL260302P00225000,2026-02-24 20:21:35+00:00,225.0,0.03,16.0,271.995,28.86,0.25,p
AAPL260302P00230000,2026-02-25 14:30:00+00:00,230.0,0.04,1.0,272.16,28.29,0.04,p
AAPL260302P00232500,2026-02-24 17:19:07+00:00,232.5,0.05,1.0,272.455,28.49,0.03,p
AAPL260302P00235000,2026-02-25 15:02:22+00:00,235.0,0.03,3.0,273.195,27.75,0.04,p
AAPL260302P00237500,2026-02-25 15:48:16+00:00,237.5,0.04,1.0,273.404,27.73,0.04,p
AAPL260302P00240000,2026-02-24 14:47:08+00:00,240.0,0.08,3.0,274.52,28.56,0.03,p
AAPL260302P00242500,2026-02-25 15:18:17+00:00,242.5,0.06,2.0,273.34,27.65,0.05,p
AAPL260302P00245000,2026-02-25 16:49:44+00:00,245.0,0.06,2.0,273.225,27.53,0.03,p
AAPL260302P00247500,2026-02-25 16:12:34+00:00,247.5,0.09,102.0,274.03,27.64,0.01,p
AAPL260302P00250000,2026-02-25 16:20:04+00:00,250.0,0.12,88.0,274.24,27.63,0.03,p
AAPL260302P00252500,2026-02-25 16:33:59+00:00,252.5,0.15,32.0,273.445,27.53,0.04,p
AAPL260302P00255000,2026-02-25 16:36:41+00:00,255.0,0.21,30.0,273.025,27.59,0.03,p
AAPL260302P00257500,2026-02-25 15:17:43+00:00,257.5,0.31,10.0,273.34,27.65,0.03,p
AAPL260302P00260000,2026-02-25 16:37:23+00:00,260.0,0.39,306.0,273.025,27.59,0.03,p
AAPL260302P00262500,2026-02-25 16:48:24+00:00,262.5,0.53,83.0,273.13,27.53,0.05,p
AAPL260302P00265000,2026-02-25 16:41:34+00:00,265.0,0.78,254.0,273.17,27.58,0.04,p
AAPL260302P00267500,2026-02-25 16:44:47+00:00,267.5,1.12,242.0,273.22,27.51,0.06,p
AAPL260302P00270000,2026-02-25 16:43:50+00:00,270.0,1.72,662.0,273.35,27.51,0.09,p
AAPL260302P00272500,2026-02-25 16:48:47+00:00,272.5,2.61,679.0,273.21,27.54,0.08,p
AAPL260302P00275000,2026-02-25 16:49:00+00:00,275.0,3.83,291.0,273.21,27.54,0.1,p
AAPL260302P00277500,2026-02-25 16:38:53+00:00,277.5,5.44,52.0,273.28,27.58,0.15,p
AAPL260302P00280000,2026-02-25 15:25:08+00:00,280.0,6.73,110.0,273.3,27.54,0.25,p
AAPL260304C00215000,2026-02-19 19:55:27+00:00,215.0,45.75,,260.54,30.31,2.85,c
AAPL260304C00220000,2026-02-19 19:55:27+00:00,220.0,40.87,,260.54,30.31,3.3,c
AAPL260304C00230000,2026-02-17 14:55:41+00:00,230.0,30.02,,263.61,30.54,2.4,c
AAPL260304C00232500,2026-02-20 18:46:52+00:00,232.5,32.43,106.0,264.565,28.65,2.35,c
AAPL260304C00237500,2026-02-20 18:50:12+00:00,237.5,26.95,107.0,264.0,28.73,2.4,c
AAPL260304C00245000,2026-02-23 20:02:54+00:00,245.0,22.28,128.0,266.65,29.29,2.35,c
AAPL260304C00250000,2026-02-23 17:41:37+00:00,250.0,18.5,3.0,267.72,29.07,2.4,c
AAPL260304C00252500,2026-02-24 18:12:08+00:00,252.5,20.05,4.0,272.25,28.24,1.8,c
AAPL260304C00255000,2026-02-23 20:50:09+00:00,255.0,13.15,19.0,266.73,29.12,1.75,c
AAPL260304C00257500,2026-02-24 16:07:09+00:00,257.5,17.0,30.0,274.03,28.15,1.25,c
AAPL260304C00260000,2026-02-25 16:37:20+00:00,260.0,14.37,30.0,273.025,27.59,0.7,c
AAPL260304C00262500,2026-02-25 16:12:05+00:00,262.5,12.91,2.0,274.32,27.63,0.4,c
AAPL260304C00265000,2026-02-25 16:00:02+00:00,265.0,10.0,20.0,273.765,27.67,0.2,c
AAPL260304C00267500,2026-02-25 16:34:13+00:00,267.5,7.85,49.0,273.445,27.53,0.2,c
AAPL260304C00270000,2026-02-25 16:33:39+00:00,270.0,6.18,281.0,273.445,27.53,0.15,c
AAPL260304C00272500,2026-02-25 16:42:12+00:00,272.5,4.2,451.0,273.17,27.58,0.15,c
AAPL260304C00275000,2026-02-25 16:49:16+00:00,275.0,2.85,1601.0,273.21,27.54,0.1,c
AAPL260304C00277500,2026-02-25 16:50:06+00:00,277.5,1.84,327.0,273.225,27.53,0.1,c
AAPL260304C00280000,2026-02-25 16:40:27+00:00,280.0,1.19,218.0,273.236,27.57,0.08,c
AAPL260304C00285000,2026-02-25 16:33:34+00:00,285.0,0.41,42.0,273.445,27.53,0.02,c
AAPL260304C00287500,2026-02-25 16:09:58+00:00,287.5,0.27,24.0,274.565,27.66,0.04,c
AAPL260304C00290000,2026-02-25 16:20:06+00:00,290.0,0.14,95.0,274.24,27.63,0.03,c
AAPL260304C00295000,2026-02-25 16:43:07+00:00,295.0,0.03,4.0,273.345,27.57,0.03,c
AAPL260304C00300000,2026-02-25 14:50:00+00:00,300.0,0.02,1.0,273.53,27.74,0.04,c
AAPL260304P00190000,2026-02-23 14:30:02+00:00,190.0,0.43,1.0,266.06,28.75,1.11,p
AAPL260304P00195000,2026-02-20 14:42:30+00:00,195.0,0.03,1.0,259.49,29.46,1.11,p
AAPL260304P00205000,2026-02-24 18:17:13+00:00,205.0,0.14,1.0,272.07,28.29,0.26,p
AAPL260304P00215000,2026-02-17 16:35:18+00:00,215.0,0.2,,263.61,30.54,0.04,p
AAPL260304P00220000,2026-02-23 17:33:04+00:00,220.0,0.03,4.0,267.19,29.07,0.05,p
AAPL260304P00225000,2026-02-25 15:27:10+00:00,225.0,0.03,12.0,273.505,27.53,0.02,p
